"압구정웰동물병원","서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )","3443-0275",
"달맞이 호두네 동물병원","부산광역시 해운대구 달맞이길65번길 33, 상가동 3층 305호 (중동, 해운대 달맞이 유림 노르웨이숲)","746-7077",
"람보동물병원","대전광역시 유성구 지족로 374, B동 114~5호 (지족동, 옥타브상가)",
"기운찬 동물병원","경상북도 경산시 백자로 71 (사동)","053-816-8275",
"내곁에동물병원","경기도 의정부시 오목로225번길 140, 107,108호 (민락동)","031-852-7582",
"람보동물병원(가수원점)","대전광역시 서구 도안동로 9 (가수원동, 리더스프라자 103호)","542-8461",
"경남수의동물병원","경상남도 창녕군 계성면 영산장마로 665-4",
"백현 동물병원","경기도 성남시 분당구 동판교로52번길 6 (백현동)","705-7511",
"우리동물병원","경상북도 경산시 대정길 37-1 (대정동)","053-963-3120",
"영양동물병원","경상북도 영양군 영양읍 영양창수로 22-0 (동국만능건조기)",
"우신동물병원","서울특별시 양천구 중앙로 295 (신월동)","2693-8883",
"강현림 종합동물병원","서울특별시 양천구 등촌로 160 (목동)","2642-9159",
"해성동물병원","","651-9953",
"노아동물병원","서울특별시 양천구 신목로 59 (신정동)","654-6183",
"양천종합동물병원","서울특별시 양천구 오목로 45 (신월동)","2607-0022",
"이솝동물병원","서울특별시 양천구 목동동로8길 7 (신정동)","2644-8275",
"나우동물종합병원","서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)","2644-8254",
"민병철동물병원","서울특별시 양천구 남부순환로 347 (신월동)","2695-1231",
"필동물종합병원","서울특별시 양천구 등촌로 16 (목동)","2649-0774",
"애니케어동물병원","서울특별시 양천구 중앙로 291 (신월동)","2601-8275",
"혜인종합 동물병원","","2645-1475",
"신정 동물병원","서울특별시 양천구 오목로 198-1 (신정동,1층)","2697-7576",
"토론토 동물병원","","2642-8653",
"리즈동물병원","서울특별시 양천구 목동중앙로 43 (목동,106호)","2062-1110",
"참사랑동물병원","서울특별시 양천구 목동남로4길 6-11 (신정동)","2643-7882",
"기운찬 동물병원","경상북도 경산시 백자로 71 (사동)","053-816-8275",
"내곁에동물병원","경기도 의정부시 오목로225번길 140, 107,108호 (민락동)","031-852-7582",
"람보동물병원(가수원점)","대전광역시 서구 도안동로 9 (가수원동, 리더스프라자 103호)","542-8461",
"경남수의동물병원","경상남도 창녕군 계성면 영산장마로 665-4",
"백현 동물병원","경기도 성남시 분당구 동판교로52번길 6 (백현동)","705-7511",
"우리동물병원","경상북도 경산시 대정길 37-1 (대정동)","053-963-3120",
"영양동물병원","경상북도 영양군 영양읍 영양창수로 22-0 (동국만능건조기)",
"우신동물병원","서울특별시 양천구 중앙로 295 (신월동)","2693-8883",
"강현림 종합동물병원","서울특별시 양천구 등촌로 160 (목동)","2642-9159",
"해성동물병원","","651-9953",
"노아동물병원","서울특별시 양천구 신목로 59 (신정동)","654-6183",
"양천종합동물병원","서울특별시 양천구 오목로 45 (신월동)","2607-0022",
"이솝동물병원","서울특별시 양천구 목동동로8길 7 (신정동)","2644-8275",
"나우동물종합병원","서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)","2644-8254",
"민병철동물병원","서울특별시 양천구 남부순환로 347 (신월동)","2695-1231",
"필동물종합병원","서울특별시 양천구 등촌로 16 (목동)","2649-0774",
"애니케어동물병원","서울특별시 양천구 중앙로 291 (신월동)","2601-8275",
"혜인종합 동물병원","","2645-1475",
"신정 동물병원","서울특별시 양천구 오목로 198-1 (신정동,1층)","2697-7576",
"토론토 동물병원","","2642-8653",
"리즈동물병원","서울특별시 양천구 목동중앙로 43 (목동,106호)","2062-1110",
"참사랑동물병원","서울특별시 양천구 목동남로4길 6-11 (신정동)","2643-7882",
"파란종합 동물병원","서울특별시 양천구 신월로 179 (신월동)","2692-8255",
"일오삼동물병원","서울특별시 양천구 지양로 52 (신월동,104호)","2606-1990",
"행복한동물병원","서울특별시 양천구 공항대로 636 (목동)","2655-2258",
"미니주동물병원","서울특별시 양천구 목동중앙북로 37 (목동)","2651-8575",
"리더스24시 동물병원","서울특별시 양천구 신목로 78 (신정동)","02-2652-1865",
"우리들 동물메디컬 센터","서울특별시 양천구 목동로 161 (신정동, 덕수프라자)","2642-7588",
"햇살동물병원","","2690-5673",
"행복한세상동물병원","서울특별시 양천구 목동동로 309 (목동)","2645-7582",
"강현림 종합동물병원","서울특별시 양천구 등촌로 160 (목동)","2642-9159",
"해성동물병원","","651-9953",
"노아동물병원","서울특별시 양천구 신목로 59 (신정동)","654-6183",
"양천종합동물병원","서울특별시 양천구 오목로 45 (신월동)","2607-0022",
"이솝동물병원","서울특별시 양천구 목동동로8길 7 (신정동)","2644-8275",
"나우동물종합병원","서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)","2644-8254",
"민병철동물병원","서울특별시 양천구 남부순환로 347 (신월동)","2695-1231",
"필동물종합병원","서울특별시 양천구 등촌로 16 (목동)","2649-0774",
"애니케어동물병원","서울특별시 양천구 중앙로 291 (신월동)","2601-8275",
"혜인종합 동물병원","","2645-1475",
"신정 동물병원","서울특별시 양천구 오목로 198-1 (신정동,1층)","2697-7576",
"토론토 동물병원","","2642-8653",
"리즈동물병원","서울특별시 양천구 목동중앙로 43 (목동,106호)","2062-1110",
"참사랑동물병원","서울특별시 양천구 목동남로4길 6-11 (신정동)","2643-7882",
"파란종합 동물병원","서울특별시 양천구 신월로 179 (신월동)","2692-8255",
"일오삼동물병원","서울특별시 양천구 지양로 52 (신월동,104호)","2606-1990",
"행복한동물병원","서울특별시 양천구 공항대로 636 (목동)","2655-2258",
"미니주동물병원","서울특별시 양천구 목동중앙북로 37 (목동)","2651-8575",
"리더스24시 동물병원","서울특별시 양천구 신목로 78 (신정동)","02-2652-1865",
"우리들 동물메디컬 센터","서울특별시 양천구 목동로 161 (신정동, 덕수프라자)","2642-7588",
"햇살동물병원","","2690-5673",
"행복한세상동물병원","서울특별시 양천구 목동동로 309 (목동)","2645-7582",
"쿨펫이마트 목동점 동물병원","서울특별시 양천구 오목로 299 (목동,트라펠리스 지하1층)","2645-2727",
"가나종합동물병원","서울특별시 양천구 목동서로 35 (목동,목동프라자)","2645-7588",
"닥터펫동물병원","서울특별시 양천구 목동서로 170 (목동,홈플러스 2층)","2643-0283",
"상아동물병원","서울특별시 양천구 목동로 181 (신정동)","2644-0069",
"목동 동물병원","서울특별시 양천구 목동서로 57 (목동)","2648-8275",
"푸른들동물병원","서울특별시 양천구 신정로 312 (신정동)","2699-1222",
"가스펠동물병원","서울특별시 양천구 월정로 137 (신월동)","2694-9550",
"하니동물병원","서울특별시 양천구 등촌로 58, 1,2층 (목동)","2647-1772",
"애니케어동물병원","서울특별시 양천구 중앙로 291 (신월동)","2601-8275",
"혜인종합 동물병원","","2645-1475",
"신정 동물병원","서울특별시 양천구 오목로 198-1 (신정동,1층)","2697-7576",
"토론토 동물병원","","2642-8653",
"리즈동물병원","서울특별시 양천구 목동중앙로 43 (목동,106호)","2062-1110",
"참사랑동물병원","서울특별시 양천구 목동남로4길 6-11 (신정동)","2643-7882",
"파란종합 동물병원","서울특별시 양천구 신월로 179 (신월동)","2692-8255",
"일오삼동물병원","서울특별시 양천구 지양로 52 (신월동,104호)","2606-1990",
"행복한동물병원","서울특별시 양천구 공항대로 636 (목동)","2655-2258",
"미니주동물병원","서울특별시 양천구 목동중앙북로 37 (목동)","2651-8575",
"리더스24시 동물병원","서울특별시 양천구 신목로 78 (신정동)","02-2652-1865",
"우리들 동물메디컬 센터","서울특별시 양천구 목동로 161 (신정동, 덕수프라자)","2642-7588",
"햇살동물병원","","2690-5673",
"행복한세상동물병원","서울특별시 양천구 목동동로 309 (목동)","2645-7582",
"쿨펫이마트 목동점 동물병원","서울특별시 양천구 오목로 299 (목동,트라펠리스 지하1층)","2645-2727",
"가나종합동물병원","서울특별시 양천구 목동서로 35 (목동,목동프라자)","2645-7588",
"닥터펫동물병원","서울특별시 양천구 목동서로 170 (목동,홈플러스 2층)","2643-0283",
"상아동물병원","서울특별시 양천구 목동로 181 (신정동)","2644-0069",
"목동 동물병원","서울특별시 양천구 목동서로 57 (목동)","2648-8275",
"푸른들동물병원","서울특별시 양천구 신정로 312 (신정동)","2699-1222",
"가스펠동물병원","서울특별시 양천구 월정로 137 (신월동)","2694-9550",
"하니동물병원","서울특별시 양천구 등촌로 58, 1,2층 (목동)","2647-1772",
"오라고동물병원","서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)","2643-7579",
"팜랜드동물병원","서울특별시 양천구 목동중앙서로 42, 1층 (목동)","6348-1982",
"대현동물병원","서울특별시 양천구 목동중앙본로 100, 101호 (목동)","2651-1855",
"서서울호수동물병원","서울특별시 양천구 남부순환로 421, 1층 (신월동)","6959-8448",
"아프리카동물병원","경기도 안성시 공도읍 진사길 8","031-656-5975, 010-32",
"이지동물병원","전라북도 전주시 덕진구 쪽구름2길 16-2 (동산동)","063-211-6677",
"행복이 있는 동물병원 (정자점)","경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)","031-718-8276",
"광주 한사랑동물병원","광주광역시 동구 남문로 675 (학동)","062-223-0075",
"행복한동물병원","서울특별시 양천구 공항대로 636 (목동)","2655-2258",
"미니주동물병원","서울특별시 양천구 목동중앙북로 37 (목동)","2651-8575",
"리더스24시 동물병원","서울특별시 양천구 신목로 78 (신정동)","02-2652-1865",
"우리들 동물메디컬 센터","서울특별시 양천구 목동로 161 (신정동, 덕수프라자)","2642-7588",
"햇살동물병원","","2690-5673",
"행복한세상동물병원","서울특별시 양천구 목동동로 309 (목동)","2645-7582",
"쿨펫이마트 목동점 동물병원","서울특별시 양천구 오목로 299 (목동,트라펠리스 지하1층)","2645-2727",
"가나종합동물병원","서울특별시 양천구 목동서로 35 (목동,목동프라자)","2645-7588",
"닥터펫동물병원","서울특별시 양천구 목동서로 170 (목동,홈플러스 2층)","2643-0283",
"상아동물병원","서울특별시 양천구 목동로 181 (신정동)","2644-0069",
"목동 동물병원","서울특별시 양천구 목동서로 57 (목동)","2648-8275",
"푸른들동물병원","서울특별시 양천구 신정로 312 (신정동)","2699-1222",
"가스펠동물병원","서울특별시 양천구 월정로 137 (신월동)","2694-9550",
"하니동물병원","서울특별시 양천구 등촌로 58, 1,2층 (목동)","2647-1772",
"오라고동물병원","서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)","2643-7579",
"팜랜드동물병원","서울특별시 양천구 목동중앙서로 42, 1층 (목동)","6348-1982",
"대현동물병원","서울특별시 양천구 목동중앙본로 100, 101호 (목동)","2651-1855",
"서서울호수동물병원","서울특별시 양천구 남부순환로 421, 1층 (신월동)","6959-8448",
"아프리카동물병원","경기도 안성시 공도읍 진사길 8","031-656-5975, 010-32",
"이지동물병원","전라북도 전주시 덕진구 쪽구름2길 16-2 (동산동)","063-211-6677",
"행복이 있는 동물병원 (정자점)","경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)","031-718-8276",
"광주 한사랑동물병원","광주광역시 동구 남문로 675 (학동)","062-223-0075",
"O.K 동물병원","충청남도 당진시 시청1로 77, 1층 (읍내동)",
"키움 동물병원","서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)","02-949-7582",
"이지 동물병원","인천광역시 계양구 장제로 917 (병방동)","549-0077,010-7638-28",
"장재영외과동물병원","경기도 성남시 분당구 운중로 142, 2층 (운중동, 판교메디칼타워)","8017-7511",
"영대연합동물병원","경상북도 경산시 대학로 315 (조영동)","0535880075",
"도그파파","경기도 광주시 오포읍 오포로 423, 2층",
"김동물병원","경상남도 의령군 정곡면 법정로 934-1 (정곡미용실)",
"방주동물의료센터","서울특별시 강동구 양재대로 1299, 1층 (성내동)","02-476-3927",
"닥터펫동물병원","서울특별시 양천구 목동서로 170 (목동,홈플러스 2층)","2643-0283",
"상아동물병원","서울특별시 양천구 목동로 181 (신정동)","2644-0069",
"목동 동물병원","서울특별시 양천구 목동서로 57 (목동)","2648-8275",
"푸른들동물병원","서울특별시 양천구 신정로 312 (신정동)","2699-1222",
"가스펠동물병원","서울특별시 양천구 월정로 137 (신월동)","2694-9550",
"하니동물병원","서울특별시 양천구 등촌로 58, 1,2층 (목동)","2647-1772",
"오라고동물병원","서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)","2643-7579",
"팜랜드동물병원","서울특별시 양천구 목동중앙서로 42, 1층 (목동)","6348-1982",
"대현동물병원","서울특별시 양천구 목동중앙본로 100, 101호 (목동)","2651-1855",
"서서울호수동물병원","서울특별시 양천구 남부순환로 421, 1층 (신월동)","6959-8448",
"아프리카동물병원","경기도 안성시 공도읍 진사길 8","031-656-5975, 010-32",
"이지동물병원","전라북도 전주시 덕진구 쪽구름2길 16-2 (동산동)","063-211-6677",
"행복이 있는 동물병원 (정자점)","경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)","031-718-8276",
"광주 한사랑동물병원","광주광역시 동구 남문로 675 (학동)","062-223-0075",
"O.K 동물병원","충청남도 당진시 시청1로 77, 1층 (읍내동)",
"키움 동물병원","서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)","02-949-7582",
"이지 동물병원","인천광역시 계양구 장제로 917 (병방동)","549-0077,010-7638-28",
"장재영외과동물병원","경기도 성남시 분당구 운중로 142, 2층 (운중동, 판교메디칼타워)","8017-7511",
"영대연합동물병원","경상북도 경산시 대학로 315 (조영동)","0535880075",
"도그파파","경기도 광주시 오포읍 오포로 423, 2층",
"김동물병원","경상남도 의령군 정곡면 법정로 934-1 (정곡미용실)",
"방주동물의료센터","서울특별시 강동구 양재대로 1299, 1층 (성내동)","02-476-3927",
"고려종합동물병원","서울특별시 강서구 양천로57길 10-20, 102호 (가양동, 이스타빌Ⅰ)","02-3661-8200",
"열린동물병원","충청남도 천안시 동남구 대흥로 333 (신부동, 천광빌딩)","564-0075",
"제일말전문병원","광주광역시 서구 매월2로 53, 12동 127호 (매월동, 광주산업용재유통센터)",
"튼튼동물병원","광주광역시 동구 중앙로 358, 상가동 149호 (계림동, 금호계림주상복합)","062-511-7582",
"에이지펫","경기도 구리시 장자호수길 76-141 (토평동)","031-568-8121",
"힘찬동물병원","부산광역시 부산진구 대학로 1, 1,2층 (가야동)",
"센트럴동물병원","서울특별시 강남구 도곡로 510, 1층 (대치동, 성창빌딩)","02-568-0275",
"수서동물병원","서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",
"대현동물병원","서울특별시 양천구 목동중앙본로 100, 101호 (목동)","2651-1855",
"서서울호수동물병원","서울특별시 양천구 남부순환로 421, 1층 (신월동)","6959-8448",
"아프리카동물병원","경기도 안성시 공도읍 진사길 8","031-656-5975, 010-32",
"이지동물병원","전라북도 전주시 덕진구 쪽구름2길 16-2 (동산동)","063-211-6677",
"행복이 있는 동물병원 (정자점)","경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)","031-718-8276",
"광주 한사랑동물병원","광주광역시 동구 남문로 675 (학동)","062-223-0075",
"O.K 동물병원","충청남도 당진시 시청1로 77, 1층 (읍내동)",
"키움 동물병원","서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)","02-949-7582",
"이지 동물병원","인천광역시 계양구 장제로 917 (병방동)","549-0077,010-7638-28",
"장재영외과동물병원","경기도 성남시 분당구 운중로 142, 2층 (운중동, 판교메디칼타워)","8017-7511",
"영대연합동물병원","경상북도 경산시 대학로 315 (조영동)","0535880075",
"도그파파","경기도 광주시 오포읍 오포로 423, 2층",
"김동물병원","경상남도 의령군 정곡면 법정로 934-1 (정곡미용실)",
"방주동물의료센터","서울특별시 강동구 양재대로 1299, 1층 (성내동)","02-476-3927",
"고려종합동물병원","서울특별시 강서구 양천로57길 10-20, 102호 (가양동, 이스타빌Ⅰ)","02-3661-8200",
"열린동물병원","충청남도 천안시 동남구 대흥로 333 (신부동, 천광빌딩)","564-0075",
"제일말전문병원","광주광역시 서구 매월2로 53, 12동 127호 (매월동, 광주산업용재유통센터)",
"튼튼동물병원","광주광역시 동구 중앙로 358, 상가동 149호 (계림동, 금호계림주상복합)","062-511-7582",
"에이지펫","경기도 구리시 장자호수길 76-141 (토평동)","031-568-8121",
"힘찬동물병원","부산광역시 부산진구 대학로 1, 1,2층 (가야동)",
"센트럴동물병원","서울특별시 강남구 도곡로 510, 1층 (대치동, 성창빌딩)","02-568-0275",
"수서동물병원","서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",
"스마일동물병원(출장전문진료병원)","경상남도 김해시 내덕로86번길 26-11 (내덕동)",
"에버펫동물병원","경기도 성남시 수정구 위례순환로4길 36, 101호 (창곡동)","759-0075",
"풍산동물병원","경상북도 안동시 풍산읍 풍산태사로 1077-2","054-858-5120",
"마루동물병원","서울특별시 송파구 양산로4길 13 (거여동, 우토 파크빌딩)","024438898",
"포레스트동물병원","경기도 안양시 동안구 평촌대로 352, 1층 (비산동, 성준빌딩)","031-388-3889",
"드림동물병원","인천광역시 연수구 먼우금로 88, 105호 (동춘동, 상산빌딩)","032-822-7588",
"밀리언동물병원","서울특별시 양천구 신월로 320 (신정동)","02-2061-5277",
"이스턴동물병원","경기도 안양시 동안구 달안로 61, 139호 (비산동, 샛별한양아파트)","031-386-8875",
"이지 동물병원","인천광역시 계양구 장제로 917 (병방동)","549-0077,010-7638-28",
"장재영외과동물병원","경기도 성남시 분당구 운중로 142, 2층 (운중동, 판교메디칼타워)","8017-7511",
"영대연합동물병원","경상북도 경산시 대학로 315 (조영동)","0535880075",
"도그파파","경기도 광주시 오포읍 오포로 423, 2층",
"김동물병원","경상남도 의령군 정곡면 법정로 934-1 (정곡미용실)",
"방주동물의료센터","서울특별시 강동구 양재대로 1299, 1층 (성내동)","02-476-3927",
"고려종합동물병원","서울특별시 강서구 양천로57길 10-20, 102호 (가양동, 이스타빌Ⅰ)","02-3661-8200",
"열린동물병원","충청남도 천안시 동남구 대흥로 333 (신부동, 천광빌딩)","564-0075",
"제일말전문병원","광주광역시 서구 매월2로 53, 12동 127호 (매월동, 광주산업용재유통센터)",
"튼튼동물병원","광주광역시 동구 중앙로 358, 상가동 149호 (계림동, 금호계림주상복합)","062-511-7582",
"에이지펫","경기도 구리시 장자호수길 76-141 (토평동)","031-568-8121",
"힘찬동물병원","부산광역시 부산진구 대학로 1, 1,2층 (가야동)",
"센트럴동물병원","서울특별시 강남구 도곡로 510, 1층 (대치동, 성창빌딩)","02-568-0275",
"수서동물병원","서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",
"스마일동물병원(출장전문진료병원)","경상남도 김해시 내덕로86번길 26-11 (내덕동)",
"에버펫동물병원","경기도 성남시 수정구 위례순환로4길 36, 101호 (창곡동)","759-0075",
"풍산동물병원","경상북도 안동시 풍산읍 풍산태사로 1077-2","054-858-5120",
"마루동물병원","서울특별시 송파구 양산로4길 13 (거여동, 우토 파크빌딩)","024438898",
"포레스트동물병원","경기도 안양시 동안구 평촌대로 352, 1층 (비산동, 성준빌딩)","031-388-3889",
"드림동물병원","인천광역시 연수구 먼우금로 88, 105호 (동춘동, 상산빌딩)","032-822-7588",
"밀리언동물병원","서울특별시 양천구 신월로 320 (신정동)","02-2061-5277",
"이스턴동물병원","경기도 안양시 동안구 달안로 61, 139호 (비산동, 샛별한양아파트)","031-386-8875",
"쿨펫동물병원","경기도 군포시 산본로 347, 5층 (산본동, 이마트백화점)","031-398-0075",
"24시 언제나 동물병원","광주광역시 북구 하백로5번길 1 (매곡동)","062-571-0011",
"동편동물병원","경기도 안양시 동안구 동편로27번길 7, 1층 107,108호 (관양동)","031-426-8661",
"도담도담동물병원","광주광역시 광산구 첨단중앙로 150 (쌍암동)","062-973-7579",
"다옴동물병원","서울특별시 강남구 광평로10길 50 (일원동, 청솔빌리지상가 23-25호, 33호)","02-2226-7975",
"포레동물병원","서울특별시 성동구 성수일로 33, 1층 (성수동1가, 정인숙보습학원)","02-468-7975",
"온천동물병원","부산광역시 동래구 아시아드대로 207 (온천동)","051-505-4088",
"수안동물병원(출장진료전문)","충청남도 아산시 둔포면 충무로 1779",
"제일말전문병원","광주광역시 서구 매월2로 53, 12동 127호 (매월동, 광주산업용재유통센터)",
"튼튼동물병원","광주광역시 동구 중앙로 358, 상가동 149호 (계림동, 금호계림주상복합)","062-511-7582",
"에이지펫","경기도 구리시 장자호수길 76-141 (토평동)","031-568-8121",
"힘찬동물병원","부산광역시 부산진구 대학로 1, 1,2층 (가야동)",
"센트럴동물병원","서울특별시 강남구 도곡로 510, 1층 (대치동, 성창빌딩)","02-568-0275",
"수서동물병원","서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",
"스마일동물병원(출장전문진료병원)","경상남도 김해시 내덕로86번길 26-11 (내덕동)",
"에버펫동물병원","경기도 성남시 수정구 위례순환로4길 36, 101호 (창곡동)","759-0075",
"풍산동물병원","경상북도 안동시 풍산읍 풍산태사로 1077-2","054-858-5120",
"마루동물병원","서울특별시 송파구 양산로4길 13 (거여동, 우토 파크빌딩)","024438898",
"포레스트동물병원","경기도 안양시 동안구 평촌대로 352, 1층 (비산동, 성준빌딩)","031-388-3889",
"드림동물병원","인천광역시 연수구 먼우금로 88, 105호 (동춘동, 상산빌딩)","032-822-7588",
"밀리언동물병원","서울특별시 양천구 신월로 320 (신정동)","02-2061-5277",
"이스턴동물병원","경기도 안양시 동안구 달안로 61, 139호 (비산동, 샛별한양아파트)","031-386-8875",
"쿨펫동물병원","경기도 군포시 산본로 347, 5층 (산본동, 이마트백화점)","031-398-0075",
"24시 언제나 동물병원","광주광역시 북구 하백로5번길 1 (매곡동)","062-571-0011",
"동편동물병원","경기도 안양시 동안구 동편로27번길 7, 1층 107,108호 (관양동)","031-426-8661",
